link,number_of_rooms,number_of_bedrooms,number_of_bathrooms,area_type,area_value,occupancy,additional_features,year_built,parking_total,Title,Price,Location
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/19118497?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,450 sqft,2024-07-01,"Smoking not allowed, Furnished",2013,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2118, Rue Saint-Dominique, apt. 310, 19118497 - Centris.ca","$1,750 /month","2118, Rue Saint-Dominique, apt. 310
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12160524?view=Summary&uc=3,9 rooms,2 bedrooms,2 bathrooms and 1 powder room,Net area,"1,810 sqft",30 days after acceptance of promise to rent,"Elevator, Furnished, Private balcony, Near the REM",2013,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1280, Rue Sherbrooke Ouest, apt. 530, 12160524 - Centris.ca","$15,000 /month","1280, Rue Sherbrooke Ouest, apt. 530
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~quebec-la-cite-limoilou/11637047?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,736 sqft,2024-05-01,N/A,N/A,N/A,"Condo / Apartment for rent in Québec (La Cité-Limoilou), Capitale-Nationale, 26, Côte de la Fabrique, apt. 302, 11637047 - Centris.ca","$1,800 /month","26, Côte de la Fabrique, apt. 302
Québec (La Cité-Limoilou)
Neighbourhood Vieux-Québec/Cap-Blanc/Colline parlem."
https://www.centris.ca/en/condos-apartments~for-rent~longueuil-saint-hubert/21831383?view=Summary&uc=3,4 rooms,1 bedroom in basement,1 bathroom,Gross area,529 sqft,2024-10-01,"Smoking not allowed, Furnished, Basement 6 feet or +",1978,Driveway (1),"Condo / Apartment for rent in Longueuil (Saint-Hubert), Montérégie, 4425A, Rue Domville, 21831383 - Centris.ca","$1,550 /month","4425A, Rue Domville
Longueuil (Saint-Hubert)
Neighbourhood Orchard"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/11045924?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,535 sqft,2025-02-28,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished, Private balcony, Roof terrace, Fitness room, Bicycle storage area",2020,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1030, Rue De Bleury, apt. 2603, 11045924 - Centris.ca","$2,400 /month","1030, Rue De Bleury, apt. 2603
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/houses~for-rent~lac-tremblant-nord/15124523?view=Summary&uc=3,17 rooms,4 bedrooms (2 in basement),2 bathrooms and 1 powder room,Lot area,"161,998 sqft",15 days after acceptance of promise to rent,Access to a lake,2002,Driveway (6),"House for rent in Lac-Tremblant-Nord, Laurentides, 359, Allée des Épinettes, 15124523 - Centris.ca","$2,000 /month","359, Allée des Épinettes
Lac-Tremblant-Nord"
https://www.centris.ca/en/condos-apartments~for-rent~laval-saint-francois/27979394?view=Summary&uc=3,8 rooms,3 bedrooms,2 bathrooms,Gross area,"1,176 sqft",2024-07-01,Elevator,2021,N/A,"Condo / Apartment for rent in Laval (Saint-François), Laval, 199, Rue du Canada, apt. 121, 27979394 - Centris.ca","$2,405 /month","199, Rue du Canada, apt. 121
Laval (Saint-François)"
https://www.centris.ca/en/houses~for-rent~sainte-adele/16740767?view=Summary&uc=3,18 rooms,7 bedrooms (2 in basement),4 bathrooms,Lot area,"16,833 sqft",2024-04-03,"Access to a lake, Non-navigable body of water, Smoking not allowed",1957,"Driveway (8), Garage (2)","House for rent in Sainte-Adèle, Laurentides, 1291, Chemin du Chantecler, 16740767 - Centris.ca","$5,500 /month","1291, Chemin du Chantecler
Sainte-Adèle
Neighbourhood Sainte-Adèle"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14553872?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Net area,739 sqft,5 days after acceptance of promise to rent,Elevator,"2022, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1180, Rue De Bleury, apt. 3301, 14553872 - Centris.ca","$2,608 /month","1180, Rue De Bleury, apt. 3301
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~gatineau-aylmer/16409692?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,Gross area,"1,107 sqft",15 days after acceptance of promise to rent,"Animals not allowed, Adapted for reduced mobility, Elevator, Semi-furnished, Private balcony, Bicycle storage area",2005,Driveway (2),"Condo / Apartment for rent in Gatineau (Aylmer), Outaouais, 154, boulevard de Lucerne, apt. 103, 16409692 - Centris.ca","$1,945 /month","154, boulevard de Lucerne, apt. 103
Gatineau (Aylmer)
Neighbourhood Lakeview"
https://www.centris.ca/en/houses~for-rent~saint-lin-laurentides/26349606?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-08-15,N/A,"Under construction, New",N/A,"House for rent in Saint-Lin/Laurentides, Lanaudière, Rue Beauregard, 26349606 - Centris.ca","$1,750 /month","Rue Beauregard
Saint-Lin/Laurentides
Neighbourhood Saint-Lin"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23534526?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,442 sqft,2024-06-01,"Animals not allowed, Smoking not allowed, Elevator, Furnished, Basement 6 feet or +",2020,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2100, boulevard Saint-Laurent, apt. 307, 23534526 - Centris.ca","$1,950 /month","2100, boulevard Saint-Laurent, apt. 307
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/24496764?view=Summary&uc=3,5 rooms,3 bedrooms,2 bathrooms,N/A,N/A,2024-07-01,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (LaSalle), Montréal (Island), 694, Rue Pilon, 24496764 - Centris.ca","$2,000 /month","694, Rue Pilon
Montréal (LaSalle)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/18981802?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom,N/A,N/A,2024-07-01,"Smoking not allowed, Furnished",N/A,N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 5291, Avenue Bessborough, 18981802 - Centris.ca","$2,500 /month","5291, Avenue Bessborough
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Notre-Dame-de-Grâce"
https://www.centris.ca/en/condos-apartments~for-rent~saint-paul/21244495?view=Summary&uc=3,9 rooms,3 bedrooms in basement,1 bathroom,Net area,"1,095 sqft",2024-04-22,N/A,2023,Driveway (1),"Condo / Apartment for rent in Saint-Paul, Lanaudière, 778, boulevard de L'Industrie, apt. 001, 21244495 - Centris.ca","$1,515 /month","778, boulevard de L'Industrie, apt. 001
Saint-Paul"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-villeray-saint-michel-parc-extension/27448652?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-08,Animals not allowed,1951,N/A,"Condo / Apartment for rent in Montréal (Villeray/Saint-Michel/Parc-Extension), Montréal (Island), 7431, Avenue d'Outremont, 27448652 - Centris.ca","$1,900 /month","7431, Avenue d'Outremont
Montréal (Villeray/Saint-Michel/Parc-Extension)
Neighbourhood Parc-Extension"
https://www.centris.ca/en/condos-apartments~for-rent~shawinigan/26095920?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Gross area,"1,500 sqft",2023-09-01,"Animals not allowed, Smoking not allowed","To be built, New","Driveway (1), Garage (1)","Condo / Apartment for rent in Shawinigan, Mauricie, Rue des Tournesols, apt. 8, 26095920 - Centris.ca","$1,600 /month","Rue des Tournesols, apt. 8
Shawinigan
Neighbourhood Grand-Mère"
https://www.centris.ca/en/condos-apartments~for-rent~cote-saint-luc/26357572?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Net area,"1,004 sqft",2024-07-01,N/A,"2019, New",N/A,"Condo / Apartment for rent in Côte-Saint-Luc, Montréal (Island), 5792, Avenue Parkhaven, apt. 608, 26357572 - Centris.ca","$2,000 /month","5792, Avenue Parkhaven, apt. 608
Côte-Saint-Luc"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/24177236?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Gross area,987 sqft,2024-09-01,"Elevator, EV charging station, Near the REM","2022, New",N/A,"Condo / Apartment for rent in Brossard, Montérégie, 8125, boulevard Saint-Laurent, apt. 910, 24177236 - Centris.ca","$1,975 /month","8125, boulevard Saint-Laurent, apt. 910
Brossard
Neighbourhood Street names (S)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/9597463?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,624 sqft,2024-08-31,"Animals not allowed, Furnished, Private balcony",2021,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1288, Rue Saint-Antoine Ouest, apt. 810, 9597463 - Centris.ca","$2,100 /month","1288, Rue Saint-Antoine Ouest, apt. 810
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~magog/21306324?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Net area,"1,079 sqft",2024-09-01,Animals not allowed,"Under construction, New",Garage (1),"Condo / Apartment for rent in Magog, Estrie, 1649, Rue Principale Est, apt. 303, 21306324 - Centris.ca","$1,900 /month","1649, Rue Principale Est, apt. 303
Magog"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/20164509?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,600 sqft,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed",1959,N/A,"Condo / Apartment for rent in Montréal (Ahuntsic-Cartierville), Montréal (Island), 12145, Avenue De Poutrincourt, 20164509 - Centris.ca","$1,800 /month","12145, Avenue De Poutrincourt
Montréal (Ahuntsic-Cartierville)
Neighbourhood Nouveau Bordeaux"
https://www.centris.ca/en/houses~for-rent~quebec-sainte-foy-sillery-cap-rouge/28253075?view=Summary&uc=3,13 rooms,3 bedrooms (1 in basement),2 bathrooms and 1 powder room,Lot area,"5,048 sqft",15 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed",2017,"Driveway (2), Garage (1)","House for rent in Québec (Sainte-Foy/Sillery/Cap-Rouge), Capitale-Nationale, 1932, Avenue de la Famille, 28253075 - Centris.ca","$3,800 /month","1932, Avenue de la Famille
Québec (Sainte-Foy/Sillery/Cap-Rouge)
Neighbourhood Aéroport"
https://www.centris.ca/en/houses~for-rent~gatineau-aylmer/13581858?view=Summary&uc=3,9 rooms,3 bedrooms,2 bathrooms and 1 powder room,Lot area,"2,468 sqft",2024-07-15,Basement 6 feet or +,2017,"Driveway (2), Garage (1)","House for rent in Gatineau (Aylmer), Outaouais, 471, Rue du Jockey, 13581858 - Centris.ca","$2,700 /month","471, Rue du Jockey
Gatineau (Aylmer)
Neighbourhood Lakeview"
https://www.centris.ca/en/condos-apartments~for-rent~sherbrooke-fleurimont/14952115?view=Summary&uc=3,2 rooms,2 bedrooms,1 bathroom,N/A,N/A,2023-12-01,"Smoking not allowed, Elevator",2023,"Driveway (1), Garage (1)","Condo / Apartment for rent in Sherbrooke (Fleurimont), Estrie, 1700, Rue des Quatre-Saisons, apt. 302, 14952115 - Centris.ca","$1,550 /month","1700, Rue des Quatre-Saisons, apt. 302
Sherbrooke (Fleurimont)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/23062135?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-08-01,Semi-furnished,1931,Driveway (1),"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 5580, Rue Bannantyne, 23062135 - Centris.ca","$2,100 /month","5580, Rue Bannantyne
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Verdun"
https://www.centris.ca/en/condos-apartments~for-rent~cowansville/28504196?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-01,N/A,2021,N/A,"Condo / Apartment for rent in Cowansville, Estrie, 209, boulevard Louis-Joseph-Papineau, apt. 08, 28504196 - Centris.ca","$1,300 /month","209, boulevard Louis-Joseph-Papineau, apt. 08
Cowansville"
https://www.centris.ca/en/condos-apartments~for-rent~levis-desjardins/26849927?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,Gross area,"1,058 sqft",2024-07-01,N/A,"Under construction, New",N/A,"Condo / Apartment for rent in Lévis (Desjardins), Chaudière-Appalaches, 1620, Rue Mozart, apt. 001, 26849927 - Centris.ca","$1,560 /month","1620, Rue Mozart, apt. 001
Lévis (Desjardins)
Neighbourhood Lévis"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/11134812?view=Summary&uc=3,6 rooms,1 bedroom,1 bathroom,Net area,650 sqft,2024-07-01,N/A,2010,Garage (2),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 4885, boulevard Henri-Bourassa Ouest, apt. 132, 11134812 - Centris.ca","$1,700 /month","4885, boulevard Henri-Bourassa Ouest, apt. 132
Montréal (Saint-Laurent)
Neighbourhood Others"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/18976072?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Net area,600 sqft,2024-05-01,"Furnished, Internet included, Near the REM",N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1463, Rue Bishop, apt. 305, 18976072 - Centris.ca","$2,440 /month","1463, Rue Bishop, apt. 305
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/13908485?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Net area,"1,400 sqft",2024-09-01,"Furnished, Internet included",1885,N/A,"Condo / Apartment for rent in Montréal (Le Plateau-Mont-Royal), Montréal (Island), 4358, Rue De Brébeuf, 13908485 - Centris.ca","$2,825 /month","4358, Rue De Brébeuf
Montréal (Le Plateau-Mont-Royal)
Neighbourhood Le Plateau-Mont-Royal"
https://www.centris.ca/en/condos-apartments~for-rent~pointe-claire/16977722?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,628 sqft,2024-07-01,"Animals not allowed, Elevator, Roof terrace, Fitness room",2022,Garage (1),"Condo / Apartment for rent in Pointe-Claire, Montréal (Island), 10, Avenue Donegani, apt. 706, 16977722 - Centris.ca","$1,700 /month","10, Avenue Donegani, apt. 706
Pointe-Claire
Neighbourhood Central East"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24805160?view=Summary&uc=3,6 rooms,3 bedrooms,2 bathrooms,Net area,"1,039 sqft",5 days after acceptance of promise to rent,Elevator,"2022, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1180, Rue De Bleury, apt. 609, 24805160 - Centris.ca","$3,667 /month","1180, Rue De Bleury, apt. 609
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/27128027?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,517 sqft,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed",2024,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1210, Rue Jeanne-Mance, apt. 4318, 27128027 - Centris.ca","$2,000 /month","1210, Rue Jeanne-Mance, apt. 4318
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/houses~for-rent~lac-superieur/28701731?view=Summary&uc=3,8 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-11-15,Located on a lake,N/A,N/A,"House for rent in Lac-Supérieur, Laurentides, 1181, Chemin du Tour-du-Lac, 28701731 - Centris.ca","$3,250 /month","1181, Chemin du Tour-du-Lac
Lac-Supérieur"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/13806284?view=Summary&uc=3,4 rooms,3 bedrooms (1 in basement),1 bathroom,Gross area,800 sqft,5 days after acceptance of promise to rent,"Pets allowed with conditions, Smoking not allowed, Semi-furnished, Private balcony",1925,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 4384, Rue Notre-Dame Ouest, 13806284 - Centris.ca","$2,250 /month","4384, Rue Notre-Dame Ouest
Montréal (Le Sud-Ouest)
Neighbourhood Saint-Henri"
https://www.centris.ca/en/houses~for-rent~kirkland/17227023?view=Summary&uc=3,12 rooms,4 bedrooms,2 bathrooms and 1 powder room,Lot area,"9,943 sqft",2024-09-01,Near the REM,1975,"Driveway (2), Garage (2)","House for rent in Kirkland, Montréal (Island), 51, Rue Desbarats, 17227023 - Centris.ca","$3,800 /month","51, Rue Desbarats
Kirkland
Neighbourhood South West"
https://www.centris.ca/en/condos-apartments~for-rent~drummondville/16765406?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,According to leases,N/A,"Under construction, New",Driveway (2),"Condo / Apartment for rent in Drummondville, Centre-du-Québec, 592, boulevard Saint-Charles, apt. 204, 16765406 - Centris.ca","$1,625 /month","592, boulevard Saint-Charles, apt. 204
Drummondville
Neighbourhood Saint-Charles-de-Drummond"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/28206896?view=Summary&uc=3,8 rooms,2 bedrooms,2 bathrooms,Gross area,997 sqft,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Internet included",2024,N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 6993, boulevard Décarie, apt. 1102, 28206896 - Centris.ca","$2,600 /month","6993, boulevard Décarie, apt. 1102
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Côte-des-Neiges"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-mercier-hochelaga-maisonneuve/24342980?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Net area,967 sqft,2024-07-01,"Animals allowed, Smoking not allowed",2010,Garage (1),"Condo / Apartment for rent in Montréal (Mercier/Hochelaga-Maisonneuve), Montréal (Island), 9503, Rue Jean-Pierre-Ronfard, 24342980 - Centris.ca","$2,000 /month","9503, Rue Jean-Pierre-Ronfard
Montréal (Mercier/Hochelaga-Maisonneuve)
Neighbourhood Mercier"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-rosemont-la-petite-patrie/11680078?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Gross area,826 sqft,5 days after acceptance of promise to rent,N/A,2023,Garage (1),"Condo / Apartment for rent in Montréal (Rosemont/La Petite-Patrie), Montréal (Island), 5050, boulevard de l'Assomption, apt. 514, 11680078 - Centris.ca","$2,050 /month","5050, boulevard de l'Assomption, apt. 514
Montréal (Rosemont/La Petite-Patrie)
Neighbourhood Cité-Jardin"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/14229692?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,560 sqft,2024-03-01,Elevator,"2020, New",N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 6405, boulevard Décarie, apt. 418, 14229692 - Centris.ca","$1,520 /month","6405, boulevard Décarie, apt. 418
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Côte-des-Neiges"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/27180949?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Net area,550 sqft,5 days after acceptance of promise to rent,Animals not allowed,1970,N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 7505, Avenue de Chester, apt. 3, 27180949 - Centris.ca","$1,300 /month","7505, Avenue de Chester, apt. 3
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Notre-Dame-de-Grâce"
https://www.centris.ca/en/condos-apartments~for-rent~saint-constant/27584014?view=Summary&uc=3,8 rooms,3 bedrooms,1 bathroom,Net area,"1,074 sqft",2024-07-01,"Cats allowed, Dogs allowed, Smoking not allowed",2014,Driveway (1),"Condo / Apartment for rent in Saint-Constant, Montérégie, 178, Montée Saint-Régis, apt. 204, 27584014 - Centris.ca","$2,100 /month","178, Montée Saint-Régis, apt. 204
Saint-Constant"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14016265?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Gross area,500 sqft,2024-06-04,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2170, Avenue Lincoln, apt. 1006, 14016265 - Centris.ca","$1,595 /month","2170, Avenue Lincoln, apt. 1006
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23894131?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Net area,932 sqft,15 days after acceptance of promise to rent,Near the REM,2016,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1288, Avenue des Canadiens-de-Montréal, apt. 5001, 23894131 - Centris.ca","$3,600 /month","1288, Avenue des Canadiens-de-Montréal, apt. 5001
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~laval-saint-francois/16766068?view=Summary&uc=3,8 rooms,2 bedrooms,2 bathrooms,Gross area,932 sqft,5 days after acceptance of promise to rent,Elevator,2021,N/A,"Condo / Apartment for rent in Laval (Saint-François), Laval, 199, Rue du Canada, apt. 409, 16766068 - Centris.ca","$2,210 /month","199, Rue du Canada, apt. 409
Laval (Saint-François)"
https://www.centris.ca/en/condos-apartments~for-rent~mirabel/12240312?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Gross area,"1,019 sqft",2024-07-01,N/A,"2024, New",N/A,"Condo / Apartment for rent in Mirabel, Laurentides, 11200, Rue de Chambord, apt. 302, 12240312 - Centris.ca","$2,755 /month","11200, Rue de Chambord, apt. 302
Mirabel
Neighbourhood Domaine Vert Nord"
https://www.centris.ca/en/condos-apartments~for-rent~sherbrooke-fleurimont/9064696?view=Summary&uc=3,6 rooms,6 bedrooms,1 bathroom,N/A,N/A,2024-07-01,"Animals not allowed, Smoking not allowed",N/A,N/A,"Condo / Apartment for rent in Sherbrooke (Fleurimont), Estrie, 193, Rue du Conseil, 9064696 - Centris.ca","$1,500 /month","193, Rue du Conseil
Sherbrooke (Fleurimont)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/28183991?view=Summary&uc=3,9 rooms,2 bedrooms,2 bathrooms,Net area,"1,100 sqft",15 days after acceptance of promise to rent,Elevator,N/A,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1700, boulevard René-Lévesque Ouest, apt. 602, 28183991 - Centris.ca","$2,800 /month","1700, boulevard René-Lévesque Ouest, apt. 602
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/13509577?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,595 sqft,2024-08-01,"Smoking not allowed, Elevator, Near the REM",2023,N/A,"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 5200, boulevard Henri-Bourassa Ouest, apt. 116, 13509577 - Centris.ca","$1,450 /month","5200, boulevard Henri-Bourassa Ouest, apt. 116
Montréal (Saint-Laurent)
Neighbourhood New Saint-Laurent/Bois-Franc"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-rosemont-la-petite-patrie/28241111?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,650 sqft,5 days after acceptance of promise to rent,N/A,2023,Garage (1),"Condo / Apartment for rent in Montréal (Rosemont/La Petite-Patrie), Montréal (Island), 5050, boulevard de l'Assomption, apt. 709, 28241111 - Centris.ca","$1,650 /month","5050, boulevard de l'Assomption, apt. 709
Montréal (Rosemont/La Petite-Patrie)
Neighbourhood Cité-Jardin"
https://www.centris.ca/en/condominium-houses~for-rent~coteau-du-lac/21255337?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-10-15,N/A,"Under construction, New","Driveway (1), Garage (1)","Condominium house for rent in Coteau-du-Lac, Montérégie, 91, Rue Guy-Lauzon, apt. 3, 21255337 - Centris.ca","$2,400 /month","91, Rue Guy-Lauzon, apt. 3
Coteau-du-Lac"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/16673908?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-07-01,"Cats allowed, Dogs allowed, Smoking not allowed, Near the REM",N/A,Driveway (2),"Condo / Apartment for rent in Brossard, Montérégie, 6606, Rue Claudel, 16673908 - Centris.ca","$2,390 /month","6606, Rue Claudel
Brossard
Neighbourhood Street names (C)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/10841042?view=Summary&uc=3,5 rooms,3 bedrooms,1 bathroom,N/A,N/A,1 day after acceptance of promise to rent,Animals not allowed,N/A,N/A,"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 555, Rue Rielle, 10841042 - Centris.ca","$1,980 /month","555, Rue Rielle
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Verdun"
https://www.centris.ca/en/condos-apartments~for-rent~westmount/19300509?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Net area,"1,725 sqft",2024-03-01,"Animals not allowed, Smoking not allowed, Elevator, Fitness room",1988,Garage (1),"Condo / Apartment for rent in Westmount, Montréal (Island), 4700, Rue Sainte-Catherine Ouest, apt. 206, 19300509 - Centris.ca","$3,500 /month","4700, Rue Sainte-Catherine Ouest, apt. 206
Westmount"
https://www.centris.ca/en/condos-apartments~for-rent~trois-rivieres/20418559?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Gross area,"1,311 sqft",According to leases,N/A,2024,N/A,"Condo / Apartment for rent in Trois-Rivières, Mauricie, 2165, Rue des Loyaux, apt. 106, 20418559 - Centris.ca","$2,212 /month","2165, Rue des Loyaux, apt. 106
Trois-Rivières
Neighbourhood Trois-Rivières-Ouest"
https://www.centris.ca/en/condos-apartments~for-rent~saint-constant/28073975?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Gross area,985 sqft,2024-05-01,N/A,"Under construction, New",N/A,"Condo / Apartment for rent in Saint-Constant, Montérégie, 49, Rue du Portage, apt. B318, 28073975 - Centris.ca","$2,270 /month","49, Rue du Portage, apt. B318
Saint-Constant"
https://www.centris.ca/en/condominium-houses~for-rent~boucherville/13430300?view=Summary&uc=3,7 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-08-01,N/A,N/A,N/A,"Condominium house for rent in Boucherville, Montérégie, 622, Rue des Ateliers, 13430300 - Centris.ca","$2,500 /month","622, Rue des Ateliers
Boucherville
Neighbourhood Jardins Sabrevois"
